"","w_true","w_mode","w_low_H","w_hi_H","w_mean","w_low_E","w_hi_E","beta_par_true","beta_par_mode","beta_par_low_H","beta_par_hi_H","beta_par_mean","beta_par_low_E","beta_par_hi_E","k_true","k_mode","k_low_H","k_hi_H","k_mean","k_low_E","k_hi_E","BF","Gel_w","Gel_beta","Gel_k","post_size"
"11",0.825969294179231,0.836274486581939,0.790426030736875,0.857270131477232,0.826124417441704,0.790602006051094,0.857637728847784,0.39825963228941,0.400749034847079,0.382548898330581,0.419325796851849,0.401941849241645,0.383827163701761,0.420931994394927,5.25068677985109,4.65669416922055,3.64425357890242,6.72326411628328,5.07198208116108,3.69893322900922,6.8185901748974,NA,1.00122635643503,1.00552129242823,1.00054066706499,NA
"12",0.89843122754246,0.878332241186425,0.850253394103957,0.908872860503602,0.879620878251167,0.848060912328581,0.907732602134982,0.356858245388139,0.363119020632093,0.344019062129416,0.378724695306039,0.362445736198681,0.344602540675674,0.379690924398979,2.91294983145781,2.54365437244568,1.90993075893277,3.22994649015663,2.58788366997705,1.9570971986113,3.31412806373874,NA,1.00080117850664,1.00418992643845,1.00231685524794,NA
"13",0.40811554226093,0.391970321048594,0.18861795261484,0.515002915015405,0.369326617463927,0.189204217530073,0.515619104763143,0.414821520098485,0.418504546759927,0.360749888362671,0.462253108169122,0.412045842531684,0.360749888362671,0.462253108169122,1.73441521846689,1.90553975442503,1.40351179442102,2.52244234921851,1.97790248152215,1.43894270524732,2.57229048977383,NA,1.00390290064954,1.0059988817576,1.0079256547155,NA
"14",0.146359781967476,0.19931184552864,0.000938131698565006,0.378465414779993,0.193065942429618,0.0185894129545439,0.417008918317847,0.410832896479405,0.414938596774837,0.379020371774407,0.476236470427611,0.424949409088917,0.38279180826219,0.482645206851679,1.96794958459213,2.10511654857434,1.57785685472651,2.97675089730984,2.2482002919789,1.59845554697909,3.01867075415838,NA,1.00493269144636,1.00410033104198,1.00257657464109,NA
"15",0.328366729663685,0.358756295227252,0.0683629329488709,0.698495861745056,0.397031236926909,0.0700610029491809,0.703492621569941,0.283335435029585,0.284375772423205,0.253629020217662,0.324818197455886,0.290014251449289,0.255964405802547,0.328265220155187,5.89165283041075,5.72644797649318,4.37369212568251,8.26472859996876,6.20055743891752,4.3942568162699,8.32153210338483,NA,1.01220066936829,1.01317940229998,1.00370815164852,NA
"16",0.30172908725217,0.377562085348462,0.200417909407718,0.498696078875306,0.35734810585078,0.193929078841532,0.497427324282944,0.318995279725641,0.328103907510542,0.287656613430653,0.359305907091308,0.323089593090703,0.287153550810302,0.358972454201282,1.3971017326694,1.39266557943217,1.11309110939318,1.81068071706698,1.44652910835735,1.12406640985063,1.82989448754911,NA,1.00764933261938,1.00632009824969,1.00270042036378,NA
"17",0.567974060773849,0.697237806867772,0.530703358577919,0.813988825184111,0.673515230547887,0.51554678463142,0.800555041094035,0.461649461067282,0.520263699498009,0.453460715450339,0.566277670479431,0.51282798408941,0.454170217526366,0.568018587633213,3.26759425830096,2.84679312486416,2.16676053599558,3.97438838245077,3.0238478333212,2.20601135045839,4.03797269329934,NA,1.00458184720949,1.00398606173616,1.00381164801798,NA
"18",0.129793134285137,0.0453053105911063,0.000499619850002506,0.308605399667618,0.132155045944129,0.0059834154720302,0.349173106711093,0.404949943069369,0.415980831083252,0.385602187619882,0.490450688173592,0.431548456749662,0.390067476051291,0.497845220883881,1.57216796674766,1.39586127024754,1.00025362559941,1.91285919965842,1.43613790020309,1.02664594693604,1.95543795746449,NA,1.00223325855758,1.00145980146922,1.002965575108,NA
"19",0.206117568071932,0.117452304277984,0.000207239522003022,0.275128941677706,0.141467559486902,0.010477014986529,0.301759695113082,0.274175374943297,0.258620142948821,0.237824517039461,0.286566511141064,0.262725762148719,0.240205207792906,0.290961714431202,5.53084115986712,6.5466850562465,4.63061164646622,8.34056987337622,6.4294552047343,4.78507315666237,8.53621940674338,NA,1.0040213254218,1.00519846664419,1.00480124791543,NA
"20",0.738836698466912,0.74541551478498,0.495465313026354,0.964877179412187,0.736778231843305,0.466631348740812,0.95322271278575,0.429767512308899,0.436314358699888,0.398410419485737,0.47256151894854,0.435870645726545,0.397655792764365,0.471946340843824,1.30875564436428,1.25747852534573,0.936737244246435,1.63508746231018,1.2576539594818,0.937683839502188,1.63916832432465,NA,1.00293668712236,1.00279089064803,1.00455228072361,12008
"21",0.621110087027773,0.598093293311521,0.524428109095066,0.675522755341731,0.601777185112815,0.522165496560095,0.674450193929228,0.296989956172183,0.301263597610356,0.281412466343771,0.31610619772288,0.298641462883607,0.281225482854861,0.316093768819857,2.7161562514957,4.39189354882232,3.14459479666762,5.36952312073263,4.27728169690763,3.22442477227659,5.47100110363293,NA,1.00455411606138,1.00258990014348,1.00605210242447,NA
"22",0.152823312208056,0.0836185207684419,0.000172075814166704,0.407445427597973,0.185656297519383,0.00815244117088729,0.452040798745282,0.498048506909981,0.488223223055751,0.450130856355869,0.563268749907486,0.502124770071682,0.454345027415911,0.573188909194702,1.90435470920056,2.39845619999606,1.62225489951476,3.26931062501757,2.51505261333832,1.73533664509529,3.42929994533563,NA,1.00367489302536,1.00577334787217,1.00525396664927,NA
"23",0.967746994458139,0.445602350343147,0.434925853135095,0.988338549794879,0.639236495846111,0.434925853135095,0.994391859831854,0.483944589097518,0.360826355991265,0.348634386411012,0.508697246057179,0.409201721316431,0.349192799255787,0.513150225539111,4.17564960685559,3.47854654628878,2.69029477448969,8.36194552011994,4.12522035701629,3.03441888292546,9.05360349402883,NA,15.2129262562041,9.71455949549764,1.67477985796092,NA
"24",0.329443357419223,0.372113693965816,0.221808861681621,0.450032262878067,0.347033263756084,0.216448249445942,0.448487322800703,0.280631499888841,0.286950345586516,0.266136562832671,0.306775009070759,0.287198094498735,0.264669742231246,0.306181317641257,5.89622199092992,5.61907661992801,4.11681613285949,7.30229945172985,5.65539965337451,4.20999895637227,7.46802810905165,NA,1.00861223558554,1.01692799917957,1.01605487931154,NA
"25",0.392969277920201,0.0393661845550673,0.00269745921326436,0.31083795052911,0.142595186387987,0.0118131722393088,0.342733773760384,0.490709861565847,0.361341029819931,0.341008776554024,0.452390437643218,0.389846045956248,0.346165052970288,0.466314641263632,4.61056681489572,6.01937667703562,4.39481285494828,8.26526693148239,6.17747372622404,4.39810009503963,8.32773976873731,NA,1.01521981451487,1.01732800780138,1.01085633895207,NA
"26",0.986003271304071,0.566173743272646,0.450896823871881,0.56768877482973,0.516392012565721,0.450896823871881,0.56768877482973,0.286073489522096,0.391718108999686,0.310007235058583,0.391899415297435,0.365367792135559,0.310007235058583,0.391899415297435,5.07384309917688,2.96486111127233,2.93954964406674,4.62127606384456,3.74955454843034,2.93954964406674,4.62127606384456,NA,Inf,Inf,Inf,NA
"27",0.494388699764386,0.56508110239503,0.464991958789069,0.653556134140517,0.564674809974251,0.460461927705394,0.651815039566884,0.355027756362688,0.377257752072196,0.349009053280571,0.402876582941017,0.375316087331252,0.347657216953169,0.40157900236013,2.27519184723496,2.22479089383851,1.71327198462683,2.89238603642273,2.30009790920578,1.7509043125334,2.95533763205417,NA,1.00685993123027,1.00504329072068,1.0081916489247,NA
"28",0.34654822316952,0.465506688518678,0.161848144515137,0.529875601805479,0.370217395406998,0.143163244478275,0.519968344254654,0.266460306942463,0.383431011237097,0.244755114121762,0.383379664266622,0.29255381068393,0.239486058441184,0.383379664266622,4.8058300386183,3.68363428907134,2.99756769444734,4.93978734430811,3.82906198034155,2.95667170850633,4.92406484934132,NA,1.20642262133577,4.66290447244806,1.04298728697488,NA
"29",0.619318379322067,0.577750063083528,0.337234841831184,0.786419243504276,0.577757367839023,0.277144146530323,0.760467181926995,0.456484941241797,0.344405951494095,0.344398343615929,0.520885277405094,0.422764561872546,0.344398343615929,0.521637016423225,2.39923228765838,4.22398913533261,2.04907685527121,4.22475960816023,2.90403501301342,1.96461202063637,4.22475960816023,NA,1.04420827045863,1.57601893432113,3.06552629715026,NA
"30",0.884739660192281,0.636124970206527,0.636306254560046,0.906051467354533,0.832204204230078,0.636306254560046,0.910470863744683,0.490633127163164,0.362928554639972,0.362937279402104,0.514827141018066,0.467110647494117,0.362937279402104,0.52144826745564,1.46519389259629,4.53334339190985,1.31739128928561,4.53570315745077,2.17865261548766,1.2685428431903,4.53570315745077,NA,9.629149980688,5.9604550319931,10.4937882198341,12008
"31",0.997587502002716,0.411755402482545,0.410307527612895,0.569278536547277,0.481904461751903,0.410307527612895,0.569278536547277,0.271439871750772,0.327275585393294,0.302461309934232,0.394517116638197,0.341818260953448,0.302461309934232,0.394517116638197,5.08018111949787,2.69193492253009,2.69032297415181,4.90556383866118,3.53196464907925,2.69032297415181,4.90556383866118,NA,Inf,Inf,Inf,NA
"32",0.309692173730582,0.557614035313756,0.0751631705860558,0.581510795492654,0.378742897554687,0.0450380602146388,0.560484028655179,0.428240769077092,0.384636601362362,0.319498064374429,0.533196675191083,0.424691626906277,0.331060235309819,0.551332234845943,1.08508386323228,4.04579358575011,1.11754671726678,4.04827338867378,1.94127872392969,1.05242814804985,4.04827338867378,NA,1.35019198967152,1.11676459493951,8.39783188572162,NA
"33",0.584259766852483,0.51557473453431,0.318732871506193,0.682530355991088,0.507444305771275,0.291882156719406,0.669008949159785,0.424333653179929,0.412485316593891,0.368070943214515,0.449686854003907,0.408333728650396,0.364724028463119,0.446904778820794,5.16823911597021,4.33689028325138,3.21965735692029,6.38552999581951,4.75130659732388,3.30271350150992,6.46910195763823,NA,1.013658770496,1.01020020709018,1.00500827632357,NA
"34",0.624007256701589,0.612964300462611,0.46792216010835,0.986361119554803,0.652431903867137,0.393916341015791,0.964357162493847,0.285064842842985,0.320833157924206,0.271219884476645,0.342097695424173,0.310096021049339,0.264731352044673,0.337963640199939,2.19331274647266,2.34285676765731,1.97404400570942,4.88609616796547,3.14802944867165,1.87014459983899,4.88609616796547,NA,1.3687965224473,1.27033027451948,6.41878263966735,NA
"35",0.152413220144808,0.418253790218019,0.147725741087022,0.625992187307453,0.398240149212835,0.100458125719736,0.598557172090928,0.418159948778339,0.522521182400192,0.400046341118443,0.620857456397677,0.517732512451108,0.40219998996036,0.626739389886144,4.71079556178302,4.13208881168333,3.03413508744022,6.18809399296278,4.6066691154568,3.17483406774203,6.39867437903052,NA,1.01284154564301,1.0141632297775,1.00240322355103,NA
"36",0.725518882740289,0.546010593738315,0.425028545409441,0.682696526481745,0.541022658220567,0.425028545409441,0.682696526481745,0.473383279109839,0.372405568514094,0.304314928501844,0.44594589848331,0.371678960977549,0.304314928501844,0.44594589848331,3.88850640528835,3.74441187174107,2.02610023959399,4.99974952591583,3.83999506959865,2.02610023959399,4.99974952591583,NA,Inf,Inf,Inf,NA
"37",0.692102830624208,0.709610525377957,0.497679463141057,0.894736126566178,0.697844021577073,0.490571973411514,0.891618672959537,0.320950271794572,0.323006472755502,0.29251092303661,0.348370808932664,0.319492558598663,0.292107889818921,0.34833805799933,3.23724989336915,3.13035513743882,2.41032114075508,4.13641406218785,3.28997236643263,2.48356638303176,4.25925922056386,NA,1.00216392062778,1.00332808292717,1.00272013632396,NA
"38",0.0315497673582286,0.37924021198358,0.00871994955485983,0.381088360989429,0.221113564437663,0.0132385340167691,0.395192910814404,0.434240550152026,0.356226590099503,0.35628879706173,0.543201422757404,0.448984552664252,0.35628879706173,0.560288767760633,1.53822032408789,3.89751960004554,1.39678539599897,3.8965039736328,2.26138482781013,1.30974102241055,3.8965039736328,NA,1.5712264065701,2.10443889623967,4.2682202859281,NA
"39",0.844312155153602,0.585722013215699,0.416071523213759,0.590586540182857,0.514326702029503,0.416071523213759,0.590586540182857,0.268871427339036,0.356371336157393,0.301104703475721,0.395537958519809,0.349909259031635,0.301104703475721,0.395537958519809,2.44606115412898,4.34141751808151,3.39737120363861,4.90791106864934,4.13971792606801,3.39737120363861,4.90791106864934,NA,Inf,Inf,Inf,NA
"40",0.622872932581231,0.42858244027328,0.414886988467921,0.643217587531707,0.49511516814743,0.414886988467921,0.657712269043405,0.268912800878752,0.336347514620238,0.259161307407872,0.347752817565477,0.315372813767864,0.254613187621365,0.347752817565477,5.14347696001641,4.80966957859301,3.56957003614326,5.7113713747436,4.36738423967619,3.56957003614326,5.93353111976233,NA,7.91903448479868,9.03530442160693,3.37451319245951,12008
"41",0.201477890834212,0.172844242674884,0.000268322194456702,0.319879623426404,0.166068339578906,0.0181808541813198,0.356797973410767,0.406523118494079,0.380292250238241,0.363720352880097,0.440952219488307,0.396191193178441,0.36485443260011,0.444053179418042,4.31858598976396,3.60430574755757,2.65405510213923,5.24333179192475,3.90860052517772,2.66400349111293,5.30759442819046,NA,1.04022520736217,1.05812145818625,1.02036413101727,NA
"42",0.643314785789698,0.430545786993968,0.0102579625907796,0.632262204509121,0.380216123564472,0.0408883163011185,0.676858244292466,0.321551903442014,0.270051920641489,0.204088803671823,0.321161766814093,0.262758410418206,0.207890945092755,0.330380929020884,2.28989255405031,2.16579247081639,1.75775245901938,2.91712672252658,2.322676332262,1.77272981729568,2.96016664823136,NA,1.02929127658216,1.02100484881296,1.00730391376106,NA
"43",0.996599704260007,0.976188767953824,0.872457548120755,0.999505200483139,0.947208810746876,0.850421240629022,0.997131021865122,0.482604553399142,0.486518311676487,0.441278526553705,0.51355554866947,0.478621848543853,0.436720508576209,0.511329336863721,1.37181363557465,1.40631995188301,1.0806873290368,1.74365126952419,1.39296984124459,1.08706565319142,1.75841400192991,NA,1.00961539081742,1.00732633379672,1.00331931447782,NA
"44",0.703387287212536,0.76890350942292,0.423690848080147,0.995936010387614,0.717553536786372,0.358873476309833,0.968201225894536,0.401294626004528,0.409828001089235,0.365047801184214,0.441137281776097,0.402983992707508,0.36153363961918,0.438986532609265,2.25102529302239,1.9508251419356,1.4564514806757,2.56836393387715,2.00385185431046,1.50953917082011,2.62642957392616,NA,1.00078698996731,1.0013810658743,1.00336049261877,NA
"45",0.402772297151387,0.565295870494649,0.294549714844003,0.799295074673144,0.589802937792355,0.280895646568232,0.796385033158756,0.290089427842759,0.362637465071671,0.23598124931593,0.523426793519091,0.384230775482698,0.250133102711578,0.545847801311035,3.56835774518549,3.58857746040738,2.98429758986521,5.0170973871132,3.88042654385282,2.91190797262951,4.9787453663463,NA,1.12484541808716,1.1525784497948,1.08068091065413,NA
"46",0.966628965223208,0.454477885860644,0.409994144737721,0.971698253113563,0.645484301692378,0.409994144737721,0.979957279686467,0.456416160042863,0.38210313714162,0.360116776109166,0.474735100378468,0.407853630273224,0.360116776109166,0.482225953627225,1.73691189987585,3.03908645027324,1.83100435063787,4.66136366235919,3.06091055568484,1.74356825679191,4.66136366235919,NA,20.5602918398404,5.68821378207305,8.58100544686166,NA
"47",0.947105841478333,0.990101170732669,0.795477135651547,0.999995228298204,0.933615407691942,0.552433147190655,0.998611029556761,0.392812192731071,0.38044560163464,0.356559207511147,0.3986457985855,0.378752519707763,0.347388059217187,0.393954370496244,3.83852223539725,3.97737893942936,2.81504328552423,5.04284447833139,3.92366070504374,2.87583157057342,5.17512562797651,NA,1.06109593897566,1.01382854228053,1.01262672774378,NA
"48",0.167153710965067,0.282135020231581,0.0389032143387777,0.448878500758155,0.259132656175276,0.0427581640020453,0.457132849683674,0.318302183120977,0.331710532807056,0.289986275250078,0.382302776029314,0.33689351988934,0.291937575408846,0.385417638593496,2.2425244692713,1.9174932910932,1.46772993005395,2.51523503228985,1.95279983969056,1.47519261119767,2.53158756705295,NA,1.01481553894653,1.01421192915031,1.00959622636178,NA
"49",0.837851477321237,0.776851640773184,0.55238587296357,0.911599562305451,0.753515221735109,0.52292800579751,0.90572228086365,0.361515454715118,0.350374974344918,0.294235503985761,0.389648888469083,0.345079719699999,0.292789693879967,0.389535911203631,1.36331086885184,1.10273579191968,0.850243096692506,1.33319357915257,1.08549207176389,0.861185465111685,1.34926715668165,NA,1.00178850978509,1.00170744295407,1.00176629245334,NA
"50",0.771287283394486,0.776748841265302,0.72451217062634,0.814703027831008,0.771369728975571,0.723339016371867,0.814253145808958,0.426192683517002,0.421528568755721,0.398739172004295,0.445527808253302,0.422881901438631,0.399062802951606,0.446199374784614,3.43143816129304,3.95126013854036,2.79868297717764,4.80912422054037,3.8433884599051,2.90406861626776,4.93506813478018,NA,1.0025818137429,1.00270397038742,1.00210323484578,12008
